,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2552435.8906008094,2594774.288579893,2545773.2569388226,2957569.520539997,2753297.8656690177,2920651.5099637103,3126701.482721382,3086300.3308577104,3762581.3926601526,3563771.174788238,3708088.8342266986,3869141.353771854,4231425.934984149,4250162.093094038,4149959.1574772177,4349368.111628156,4562155.633044031,5332416.033800725
1,2588354.581013222,2423463.518119723,2543573.2487244103,2533231.879826747,3022729.147573226,3194471.576912501,3390487.0562380757,3231169.0864293193,3374510.873474237,3583878.597059862,3598359.8147577285,3891041.6028603422,3864265.667441169,4198849.457958672,5062561.827936543,4351794.814779645,4563577.089844032,4718153.439426742
2,2515847.5765844407,2594753.965329243,2555214.3591891355,2398360.878016961,2824614.1003817744,2913240.1454542754,3110863.393207945,3427954.940571348,3570527.684943651,3585985.4631243832,3865865.7941843118,3847492.4268347807,3972468.9070138857,4197865.3356111,4190059.6484763976,4377046.357324645,4474676.640706676,4936747.600817315
