,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1799536.974745959,1426307.441604535,1426413.8373759475,1435431.4441043776,1470128.1296277223,1398561.3360688612,1471809.3709565138,1531273.7512039384,1660194.5830562105,1671993.6540798242,1864450.3082132847,2121500.9789945334,2010079.5913153938,1947047.9623009858,2198721.539493746,2141622.6830789745,2308045.138380209,2425357.542165709
1,1866959.3691024715,1516665.027138954,1548940.4286443784,1453363.1498480286,1596597.0101547362,1558267.682943001,1578475.5971678048,1746782.5545007864,1873624.7492136152,1853574.5427391385,1904353.3678793008,2176914.154173276,2146209.1418338944,2199101.6086186594,2324835.1379922545,2339628.915098699,2556548.3710577497,2584062.1562005873
2,1902784.0940722232,1503998.1915082624,1523943.6466254648,1574608.3451622918,1598619.3240319323,1546422.3463539947,1620903.5318276784,1750045.918556149,1874008.3242922563,1946417.525487273,2000347.7063678214,2070995.2025432358,2021965.4320543492,2177285.2350089718,2171672.6259972923,2473080.913483403,2513830.449280181,2576463.9305610703
