,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2563009.554746906,2567824.8042497505,2460454.8989837742,2649045.1204793877,3044896.068117676,3125415.4974096175,3245797.0755935027,3209197.3939865297,3293647.7181837372,3442652.9566092123,3645660.8738275943,3791330.6815022295,3940255.423217969,4121755.223858808,4106523.6874864437,4428157.672166425,4526101.7919545965,4444334.051387595
1,2564705.976995206,2458462.6524060196,2531666.404893002,2557242.0000939667,2722011.7545398776,2862879.4044506056,3015826.250216174,3186922.235255289,3687307.3510324806,3515007.571362534,3845825.419510374,3743590.279258772,3872313.69510389,4228461.5209200615,4206098.969083445,4648148.223237911,4468595.0995929325,5233905.872935009
2,2625214.1829536217,2615336.6448709927,2524710.7921819417,2581328.6198439808,2750334.886930497,2920685.3467569095,3100975.378546643,3264239.2755292347,3446707.994030662,3644979.518688352,3679482.197533968,3925620.13769383,3800989.1793580754,4082457.0254803244,4380781.260546487,4340334.691189004,5071130.123092949,5323090.72982847
