,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,676.2094234980876,383.11187720111786,330.8646027036469,273.5880877937831,269.54714945711294,242.63374584935698,238.85593655979238,227.50524492864068,191.66562967851036,182.33075322082001,167.42493319273845,161.31500083303894,151.0782801744923,145.82989478621604,134.6125780190479,131.79060413379344,124.79615493956615,124.7988810308018
1,663.6560483259849,390.1317241963638,288.9369824462732,274.2740735404888,250.99162578747158,239.90979781263312,224.04711746204177,192.13626302663286,194.54007291252316,177.9383027015079,163.30257080031427,159.18876332586464,159.41764782821275,146.60145866366113,137.07668740627068,159.93948334058692,133.85032344122783,124.71066716579732
2,678.4031590203473,395.1881532280433,308.18388146836946,295.4745606200782,272.2922216262167,259.5781653058137,215.4295685444925,209.39616589725065,183.77555324056814,176.71712612093376,173.40109700211772,162.89580906546894,158.78023992658242,147.3513247988439,143.64191170477403,137.60118430376923,127.39446789877348,124.66930797995448
