,2,3,4,5,6,7,8,9
0,649.4972668281102,479.57483483535844,369.8720115439281,346.12415555614405,323.36768202247265,318.75146681550206,295.14637796596844,305.00587820751235
1,679.6912915695522,487.6019992155382,405.5010290392578,326.75396109831553,290.15031386795613,286.83617161127654,328.60069291614764,306.14022760570936
2,654.0968414433798,467.50233193485633,390.87509979014055,336.64418374691473,330.81291370652616,329.0293749138901,333.8576873705361,290.1760379628632
3,669.9779408049884,510.82249812334874,374.487315466906,347.7970698124052,296.1157624551707,333.4466382588931,271.2255019408493,301.28950467684683
4,690.2194233791552,495.57021625556234,387.71641760571083,335.0609564467844,336.03375166852265,341.5927922815789,320.26302166657274,307.9137904236021
