,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,3.3785711710097894,3.822024594636287,4.361406723007358,3.8870352525602456,4.456668017314841,4.2862325480177,4.518776136677976,4.3847999907252975,4.105372414644831,4.2244199179205015,4.207876000007319,4.050332212440081,4.02399567165119,3.943074038643007,3.7350725064786943,4.162413043531033,3.8901896149103683,3.477532763883723
1,3.3767441895265415,4.517512892550767,4.335111552579093,4.466716139239203,4.235711813639063,3.9837658130058036,3.936596050773725,4.195507756567547,4.173876519187215,4.230665045449532,3.8699138049214223,4.045858129827145,4.2154319080457645,3.775519160493595,3.9548996182484526,3.8011515821255624,3.8320225909470143,3.8179152659801834
2,3.3725430838785737,3.8027391574151896,4.30688238063198,4.6901463916013055,4.299553627688316,4.241170811160782,4.371043086468775,3.9314603035283873,4.051537452644031,4.058858642690573,3.935696158276512,4.2577358140296635,4.033996964264365,3.7278959812714514,3.866536106911262,3.9910089903555446,3.8993100069751665,4.002901261118836
