,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.097143821007906,0.02992214140068214,0.027896758890951306,0.0198441294976293,0.0038993709491816544,-0.014684936015993915,-0.017002299317255266,-0.017177452413165276,-0.008885483514116504,-0.017522105725702133,-0.011748974578926858,-0.009716555345650994,-0.0212465056732305,-0.011230669214459418,-0.01634877544047868,-0.016688684320259793,-0.01036571901363535,-0.0073823122389820705
1,0.10240110420743159,0.02666127142042662,0.027063702314041344,0.010832192119122579,0.014649409644029741,-0.004173590363530706,-0.0055857375991656055,-0.013805730198001355,-0.0006395805994153027,-0.009078885385717703,-0.015397753172221338,-0.004614682804217998,-0.011939988712180485,-0.013136459836658655,-0.008964024409992442,-0.01487194925817324,-0.014990754491935808,-0.007639208747785529
2,0.10392869068900401,0.02144755946034002,0.021644648590965508,0.03514004720041391,0.014042299474266872,-0.012343717811316652,-0.009429591885096459,-0.00560955617532967,-0.01910892129110351,-0.016515945003293935,-0.009041954787955185,-0.011304252940698869,-0.011387692554557587,-0.005031781028061661,-0.010600411546943807,-0.01266097113500135,-0.004595518586192087,-0.010185236551445239
