,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,674.2732338192257,452.65582459858825,339.00688111473744,308.478799810756,301.78213595847336,272.6568166213048,253.12782217917191,206.03268416961782,193.146948745546,180.53455354019178,167.92381578695182,159.50393958860028,151.05657252547994,145.57190607206832,138.63360680552955,134.19477697126717,128.8111707357639,126.0011016205943
1,671.8677499104815,397.8302558315294,340.9727053766441,292.31764587289433,257.06219940233393,236.0938349405269,216.07390744852313,196.32237299422772,216.19249072467193,177.51941766956483,179.68502535205408,158.18334618151454,153.8594653348036,147.03149264164517,141.20028055981595,146.45105551813057,126.14366383833176,146.7645220891616
2,679.7193815713684,458.63748502733335,339.18566977285695,306.2508262773898,280.8509823207747,251.92654246022704,218.8106563852615,207.41312703314063,191.90546272441802,180.9500028051815,170.841462999282,163.8616231172084,148.8352770547646,147.62177415317137,145.99521309246063,134.6433904468664,151.74332321166534,149.11582811754613
